id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,month,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
558731,SUD-2024-1-17497-521,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Radio Dabanga,2024-12-13,North Darfur: 80+ killed and injured in El Fasher assault""",Radio Dabanga,13/12/2024 00:00,North Darfur: 80+ killed and injured in El Fasher assault,Radio Dabanga,2,Al Fashir town,Tijani zawiya in eastern El Fasher,North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,,10/12/2024,10/12/2024,0,0,0,1,1,1,1,625,
558543,SUD-2024-1-17497-492,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Darfur 24,2024-12-12,Deaths and injuries as a result of the Sudanese army’s bombing of “Nyala”, South Darfur""",Darfur 24,12/12/2024 00:00,"Deaths and injuries as a result of the Sudanese army’s bombing of “Nyala”, South Darfur",Darfur 24,1,Nyala town,water wells in the Neem Forest in Nyala,South Darfur state,Nyala district,12.05,24.883333,POINT (24.883333 12.05),147290,Sudan,625,Africa,1,1,,10/12/2024,10/12/2024,0,0,1,0,1,1,1,625,
558542,SUD-2024-1-17497-491,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""Darfur 24,2024-12-12,Deaths and injuries as a result of the Sudanese army’s bombing of “Nyala”, South Darfur"";""Radio Dabanga,2024-12-13,Child among 3 killed in SAF airstrikes on South Darfur capital""",Darfur 24;Radio Dabanga,2024-12-12;2024-12-13,"Deaths and injuries as a result of the Sudanese army’s bombing of “Nyala”, South Darfur;Child among 3 killed in SAF airstrikes on South Darfur capital",a medical source and eyewitnesses,1,Nyala town,Nyala,South Darfur state,Nyala district,12.05,24.883333,POINT (24.883333 12.05),147290,Sudan,625,Africa,1,1,,11/12/2024,11/12/2024,0,0,6,0,6,6,6,625,
556409,SUD-2024-1-17497-488,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,3,"""Radio Dabanga,2024-12-13,North Darfur: 80+ killed and injured in El Fasher assault"";""Sudan War Monitor,2024-12-12,More than 100 citizens killed in North Darfur, Rapid Support Forces arrest a number of citizens in Nyalaمصرع اكثر من 100 مواطن بشمال دارفور وقوات الدعم السريع تعتقل عدد من المواطنين بنيالا"";""Darfur 24,2024-12-11,15 civilians killed in Rapid Support Forces artillery shelling of El Fasher""",Radio Dabanga;Sudan War Monitor;Darfur 24,2024-12-13;2024-12-12;2024-12-11,"North Darfur: 80+ killed and injured in El Fasher assault;More than 100 citizens killed in North Darfur, Rapid Support Forces arrest a number of citizens in Nyalaمصرع اكثر من 100 مواطن بشمال دارفور وقوات الدعم السريع تعتقل عدد من المواطنين بنيالا;15 civilians killed in Rapid Support Forces artillery shelling of El Fasher",A medical source at the military hospital,1,Al Fashir town,"livestock market, the southern neighborhoods of El Fasher city, and the displaced persons’ gatherings in Shalla Prison",North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,,11/12/2024,11/12/2024,0,0,15,0,15,0,0,625,
558545,SUD-2024-1-17497-494,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""Radio Dabanga,2024-12-18,UN condemns airstrikes and shelling in Darfur and Khartoum"";""Darfur 24,2024-12-15,20 civilians killed and injured in a “drone” attack on El Fasher""",Radio Dabanga;Darfur 24,2024-12-18;2024-12-15,UN condemns airstrikes and shelling in Darfur and Khartoum;20 civilians killed and injured in a “drone” attack on El Fasher,Darfur 24,1,Al Fashir town,The Saudi Specialized Hospital for Women and Maternity,North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,,13/12/2024,13/12/2024,0,0,0,10,10,10,10,625,
558544,SUD-2024-1-17497-493,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,3,"""Darfur 24,2024-12-15,20 civilians killed and injured in a “drone” attack on El Fasher"";""Confidential report,2024-12-20,Victims of Sudan's War "";""Sudan War Monitor,2024-12-16,Rapid Support marches kill dozens of civilians in El Fasherمسيرات الدعم السريع تقضي بحياة عشرات المدنيين بالفاشر""",Darfur 24;Confidential report;Sudan War Monitor,2024-12-15;2024-12-20;2024-12-16,20 civilians killed and injured in a “drone” attack on El Fasher;Victims of Sudan's War ;Rapid Support marches kill dozens of civilians in El Fasherمسيرات الدعم السريع تقضي بحياة عشرات المدنيين بالفاشر,Eyewitnesses; confidential Report; Sudan War Monitor,1,Al Fashir town,Awlad Al-Reef neighborhood club in Al-Fasher,North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,,14/12/2024,14/12/2024,0,0,11,0,11,11,11,625,
558641,SUD-2024-1-17497-502,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""Confidential report,2024-12-20,Victims of Sudan's War "";""Sudan War Monitor,2024-12-19,Catastrophic human rights situation in Al-Jazeera and Sennar statesأوضاع كارثية لحالة حقوق الإنسان بولايتي الجزيرة وسنار""",Confidential report;Sudan War Monitor,2024-12-20;2024-12-19,Victims of Sudan's War ;Catastrophic human rights situation in Al-Jazeera and Sennar statesأوضاع كارثية لحالة حقوق الإنسان بولايتي الجزيرة وسنار,Confidential Report,1,Wad Hussein village,Wad Hussein Al-Halawiyin in the rural area of Al-Housh in southern Al-Jazeera.,Gezira state,El Hasahisa district,14.573,33.1871,POINT (33.1871 14.573),150907,Sudan,625,Africa,1,1,,14/12/2024,14/12/2024,0,0,3,0,3,3,3,625,
558640,SUD-2024-1-17497-497,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,3,"""Aljazeera News ,2024-12-16,At least 38 killed in drone attack on Sudan’s el-Fasher: Activists"";""sweden Herald,2024-12-15,Local Activists: Deadly Drone Attack in Sudan"";""Sudan War Monitor,2024-12-16,Rapid Support marches kill dozens of civilians in El Fasherمسيرات الدعم السريع تقضي بحياة عشرات المدنيين بالفاشر""",Aljazeera News ;sweden Herald;Sudan War Monitor,2024-12-16;2024-12-15;2024-12-16,At least 38 killed in drone attack on Sudan’s el-Fasher: Activists;Local Activists: Deadly Drone Attack in Sudan;Rapid Support marches kill dozens of civilians in El Fasherمسيرات الدعم السريع تقضي بحياة عشرات المدنيين بالفاشر,Al-Fashir resistance committee; Sudan War Monitor,1,Al Fashir town,Al-Fashir,North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,,15/12/2024,15/12/2024,0,0,0,38,38,38,38,625,
558733,SUD-2024-1-17497-523,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Radio Dabanga,2024-12-17,Sudan clashes intensify amid mounting civilian toll""",Radio Dabanga,17/12/2024 00:00,Sudan clashes intensify amid mounting civilian toll,,1,Wad Madani town,Wad Madani,Gezira state,Wad Medani district,14.40118,33.51989,POINT (33.51989 14.40118),150188,Sudan,625,Africa,1,1,,15/12/2024,15/12/2024,0,0,9,0,9,9,9,625,
558734,SUD-2024-1-17497-524,2024,TRUE,Check geography,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Radio Dabanga,2024-12-17,Sudan clashes intensify amid mounting civilian toll""",Radio Dabanga,17/12/2024 00:00,Sudan clashes intensify amid mounting civilian toll,SAF media,4,Khartoum state,near Jebel Kabashi in Khartoum state,Khartoum state,,15.8,33,POINT (33 15.8),152347,Sudan,625,Africa,1,1,,16/12/2024,16/12/2024,0,17,0,0,17,17,17,625,
558549,SUD-2024-1-17497-495,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Darfur 24,2024-12-17,6 people killed in Rapid Support Forces artillery shelling of El Fasher""",Darfur 24,17/12/2024 00:00,6 people killed in Rapid Support Forces artillery shelling of El Fasher,Witnesses,1,Al Fashir town,"Al-Zariba Mosque in the southwestern part of the livestock market, in El Fasher",North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,,16/12/2024,16/12/2024,0,0,0,6,6,6,6,625,
558642,SUD-2024-1-17497-499,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,4,"""Darfur 24,2024-12-18,16 civilians killed and injured in airstrike on IDP center in Nala"";""Sudan War Monitor,2024-12-21,A strategic march in Al Fasher kills two people, in addition to killing dozens of civilians in the villages of Ab Zariqa, south of Al Fasherمسيرة استراتيجية بالفاشر تقضي بحياة شخصين بجانب مقتل عشرات المدنيين بقرى اب زريقة جنوبي الفاشر"";""Radio Dabanga,2024-12-18,12 killed as fighting continues unabated in Darfur"";""IOM,2024-12-19,DTM Sudan Flash Alert: Conflict in Nyala Janoub (Nyala Town), South Darfur""",Darfur 24;Sudan War Monitor;Radio Dabanga;IOM,2024-12-18;2024-12-21;2024-12-18;2024-12-19,"16 civilians killed and injured in airstrike on IDP center in Nala;A strategic march in Al Fasher kills two people, in addition to killing dozens of civilians in the villages of Ab Zariqa, south of Al Fasherمسيرة استراتيجية بالفاشر تقضي بحياة شخصين بجانب مقتل عشرات المدنيين بقرى اب زريقة جنوبي الفاشر;12 killed as fighting continues unabated in Darfur;DTM Sudan Flash Alert: Conflict in Nyala Janoub (Nyala Town), South Darfur",Witnesses and a member of the displaced persons shelter room at Nyala Secondary School,1,Nyala town,Nyala Secondary School,South Darfur state,Nyala district,12.05,24.883333,POINT (24.883333 12.05),147290,Sudan,625,Africa,1,1,,17/12/2024,17/12/2024,0,0,4,0,4,4,4,625,
558732,SUD-2024-1-17497-522,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Radio Dabanga,2024-12-17,Sudan clashes intensify amid mounting civilian toll""",Radio Dabanga,17/12/2024 00:00,Sudan clashes intensify amid mounting civilian toll,local sources,2,Wad Ashana town,near Wad Ashana in North Kordofan,North Kordofan state,Um Rawaba district,12.96734,31.649997,POINT (31.649997 12.96734),148024,Sudan,625,Africa,1,1,,17/12/2024,17/12/2024,1,0,0,0,1,1,1,625,
558643,SUD-2024-1-17497-500,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""Radio Dabanga,2024-12-18,12 killed as fighting continues unabated in Darfur"";""Darfur 24,2024-12-18,19 civilians killed in Rapid Support Forces artillery shelling of El Fasher""",Radio Dabanga;Darfur 24,2024-12-18;2024-12-18,12 killed as fighting continues unabated in Darfur;19 civilians killed in Rapid Support Forces artillery shelling of El Fasher,eyewitnesses,1,Al Fashir town,"southern and western parts, including the vicinity of the Saudi Hospital in El Fasher",North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,,18/12/2024,18/12/2024,0,0,19,0,19,19,19,625,
558644,SUD-2024-1-17497-501,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""Darfur 24,2024-12-20,Sudan: Widespread local and international condemnation of the killing of WFP employees in an airstrike"";""Radio Dabanga,2024-12-20,Outrage as airstrike kills 3 WFP workers in Sudan""",Darfur 24;Radio Dabanga,2024-12-20;2024-12-20,Sudan: Widespread local and international condemnation of the killing of WFP employees in an airstrike;Outrage as airstrike kills 3 WFP workers in Sudan,The UN Secretary-General,1,Yabus village,Yabus,Blue Nile state,El Kurmuk district,9.8811,34.2164,POINT (34.2164 9.8811),143709,Sudan,625,Africa,1,1,,19/12/2024,19/12/2024,0,0,3,0,3,3,3,625,
558672,SUD-2024-1-17497-503,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan War Monitor,2024-12-21,A strategic march in Al Fasher kills two people, in addition to killing dozens of civilians in the villages of Ab Zariqa, south of Al Fasherمسيرة استراتيجية بالفاشر تقضي بحياة شخصين بجانب مقتل عشرات المدنيين بقرى اب زريقة جنوبي الفاشر""",Sudan War Monitor,21/12/2024 00:00,"A strategic march in Al Fasher kills two people, in addition to killing dozens of civilians in the villages of Ab Zariqa, south of Al Fasherمسيرة استراتيجية بالفاشر تقضي بحياة شخصين بجانب مقتل عشرات المدنيين بقرى اب زريقة جنوبي الفاشر",sources from the city of El Fasher,1,Al Fashir town,"city of El Fasher, including the police headquarters and the emergency department",North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,,20/12/2024,20/12/2024,0,0,0,2,2,2,2,625,
558674,SUD-2024-1-17497-504,2024,TRUE,Check geography,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""Sudan War Monitor,2024-12-23,Battle for RSF desert stronghold"";""Darfur 24,2024-12-22,Battles in “Al-Zarq” and conflicting statements about control""",Sudan War Monitor;Darfur 24,2024-12-23;2024-12-22,Battle for RSF desert stronghold;Battles in “Al-Zarq” and conflicting statements about control,JSAMF and SAF,2,Al-Zarq village,Al-Zurug and the broader Wadi Hawar region,North Darfur state,Mellit district,15.09037,24.83147,POINT (24.83147 15.09037),151610,Sudan,625,Africa,1,1,,21/12/2024,21/12/2024,0,2,0,0,2,3,2,625,
558675,SUD-2024-1-17497-505,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,3,"""Darfur 24,2024-12-22,Citizens killed and injured in airstrike on Nyala, South Darfur"";""Sudan War Monitor,2024-12-23,Sudanese army aircraft launches air strikes on the vicinity of Nyala airportطيران الجيش السوداني يشن غارات جوية علي محيط مطار نيالا"";""Sudan War Monitor,2024-12-24,Aerial bombardment continues on Darfur towns for the fourth consecutive dayإستمرار القصف الجوي على بلدات بدارفور لليوم الرابع على التوالي""",Darfur 24;Sudan War Monitor;Sudan War Monitor,2024-12-22;2024-12-23;2024-12-24,"Citizens killed and injured in airstrike on Nyala, South Darfur;Sudanese army aircraft launches air strikes on the vicinity of Nyala airportطيران الجيش السوداني يشن غارات جوية علي محيط مطار نيالا;Aerial bombardment continues on Darfur towns for the fourth consecutive dayإستمرار القصف الجوي على بلدات بدارفور لليوم الرابع على التوالي",Citizens; Sudan War Monitor,1,Nyala town,vicinity of the Nyala airport,South Darfur state,Nyala district,12.05,24.883333,POINT (24.883333 12.05),147290,Sudan,625,Africa,1,1,,21/12/2024,21/12/2024,0,0,1,1,2,2,2,625,
558676,SUD-2024-1-17497-506,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Darfur 24,2024-12-22,New victims in Rapid Support Forces artillery shelling of El Fasher""",Darfur 24,22/12/2024 00:00,New victims in Rapid Support Forces artillery shelling of El Fasher,Eyewitnesses,1,Al Fashir town,on the Naivasha camp market and residential neighborhoods in the western sector in El Fasher,North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,,22/12/2024,22/12/2024,0,0,0,2,2,2,2,625,
558677,SUD-2024-1-17497-507,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Darfur 24,2024-12-23,Deaths and injuries in an air strike on Kutum in North Darfur""",Darfur 24,23/12/2024 00:00,Deaths and injuries in an air strike on Kutum in North Darfur,A medical source at Kutum Rural Hospital; Sudan War Monitor,1,Kutum town,city of Kutum,North Darfur state,Kutum district,14.203053,24.663841,POINT (24.663841 14.203053),150170,Sudan,625,Africa,1,1,,23/12/2024,23/12/2024,0,0,0,17,17,17,17,625,
558724,SUD-2024-1-17497-515,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan War Monitor,2024-12-24,Aerial bombardment continues on Darfur towns for the fourth consecutive dayإستمرار القصف الجوي على بلدات بدارفور لليوم الرابع على التوالي""",Sudan War Monitor,24/12/2024 00:00,Aerial bombardment continues on Darfur towns for the fourth consecutive dayإستمرار القصف الجوي على بلدات بدارفور لليوم الرابع على التوالي,Field sources of Sudan War Monitor,1,Kutum town,"Al-Salam neighborhood and Khor Julud, near Al-Asdekaa Private School, Kutum city",North Darfur state,Kutum district,14.203053,24.663841,POINT (24.663841 14.203053),150170,Sudan,625,Africa,1,1,,24/12/2024,24/12/2024,0,0,4,0,4,4,4,625,
558720,SUD-2024-1-17497-511,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Darfur 24,2024-12-24,Deaths and injuries in a bombing by the Rapid Support Forces on El Fasher""",Darfur 24,24/12/2024 00:00,Deaths and injuries in a bombing by the Rapid Support Forces on El Fasher,Eyewitnesses,1,Al Fashir town,"Naivasha camp market and the Abu Shouk Al-Hilla neighborhood, Al-Fasher",North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,,24/12/2024,24/12/2024,0,0,0,4,4,4,4,625,
558721,SUD-2024-1-17497-512,2024,TRUE,Check,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Darfur 24,2024-12-25,Suicide march kills 8 Sudanese army soldiers in Maaqil camp""",Darfur 24,25/12/2024 00:00,Suicide march kills 8 Sudanese army soldiers in Maaqil camp,A military sourc,2,Shendi town,"Maaqil camp, south of Shendi",River Nile state,Shendi district,16.6915,33.4341,POINT (33.4341 16.6915),153787,Sudan,625,Africa,1,1,,25/12/2024,25/12/2024,2,0,0,6,8,8,8,625,
558727,SUD-2024-1-17497-516,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan War Monitor,2024-12-26,At least 15 citizens killed and injured in North Darfur Stateمصرع واصابة 15 مواطن على الأقل بولاية شمال دارفور""",Sudan War Monitor,26/12/2024 00:00,At least 15 citizens killed and injured in North Darfur Stateمصرع واصابة 15 مواطن على الأقل بولاية شمال دارفور,medical sources,1,Al Fashir town,Saudi Hospital in Al-Fasher,North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,,25/12/2024,25/12/2024,0,0,1,0,1,1,1,625,
558722,SUD-2024-1-17497-513,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""Darfur 24,2024-12-26,An elderly man and two girls killed in artillery shelling in Al Fasher"";""Sudan War Monitor,2024-12-26,At least 15 citizens killed and injured in North Darfur Stateمصرع واصابة 15 مواطن على الأقل بولاية شمال دارفور""",Darfur 24;Sudan War Monitor,2024-12-26;2024-12-26,An elderly man and two girls killed in artillery shelling in Al Fasher;At least 15 citizens killed and injured in North Darfur Stateمصرع واصابة 15 مواطن على الأقل بولاية شمال دارفور,Sudan War Monitor,1,Abu Shouk camp,Abu Shouk camp,North Darfur state,El Fasher district,13.73,25.415,POINT (25.415 13.73),149451,Sudan,625,Africa,1,1,,26/12/2024,26/12/2024,0,0,6,2,8,8,8,625,
558723,SUD-2024-1-17497-514,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Darfur 24,2024-12-27,8 civilians killed and injured in new airstrike by army aircraft on Nyala""",Darfur 24,27/12/2024 00:00,8 civilians killed and injured in new airstrike by army aircraft on Nyala,Eyewitnesses,1,Nyala town,"Al-Wadi neighborhood, west of the city center, east of Al-Mustafa Secondary School",South Darfur state,Nyala district,12.05,24.883333,POINT (24.883333 12.05),147290,Sudan,625,Africa,1,1,,26/12/2024,26/12/2024,1,0,4,0,5,5,5,625,
558911,SUD-2024-1-17497-526,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan War Monitor,2025-01-02,Awakening Council forces arrest about 70 citizens and kill others in the Ayr Siro areaقوات مجلس الصحوة تعتقل حوالي ٧٠ مواطن وتقتل آخرين بمنطقة عير سيرو""",Sudan War Monitor,02/01/2025 00:00,Awakening Council forces arrest about 70 citizens and kill others in the Ayr Siro areaقوات مجلس الصحوة تعتقل حوالي ٧٠ مواطن وتقتل آخرين بمنطقة عير سيرو,Sudan War Monitor,1,Al Fashir town,"Qozbina School shelter center, south of El Fasher",North Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,,27/12/2024,27/12/2024,0,0,17,0,17,17,17,625,
558718,SUD-2024-1-17497-509,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""Darfur 24,2024-12-29,Dead and wounded in bombing of Jebel Amer mine in North Darfur"";""Sudan War Monitor,2025-01-02,Awakening Council forces arrest about 70 citizens and kill others in the Ayr Siro areaقوات مجلس الصحوة تعتقل حوالي ٧٠ مواطن وتقتل آخرين بمنطقة عير سيرو""",Darfur 24;Sudan War Monitor,2024-12-29;2025-01-02,Dead and wounded in bombing of Jebel Amer mine in North Darfur;Awakening Council forces arrest about 70 citizens and kill others in the Ayr Siro areaقوات مجلس الصحوة تعتقل حوالي ٧٠ مواطن وتقتل آخرين بمنطقة عير سيرو,A medical source from Kabkabiya Rural Hospital,2,Jebel Amir,"Jebel Amer mine, located north of the town of Al-Sareif",North Darfur state,,13.8,23.7,POINT (23.7 13.8),149448,Sudan,625,Africa,1,1,,28/12/2024,28/12/2024,0,0,0,7,7,7,7,625,
558728,SUD-2024-1-17497-517,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Sudan War Monitor,2024-12-30,Rapid Support Forces disperse Sudanese army force in Blue Nileالدعم السريع يشتت قوة للجيش السوداني بالنيل الأزرق""",Sudan War Monitor,30/12/2024 00:00,Rapid Support Forces disperse Sudanese army force in Blue Nileالدعم السريع يشتت قوة للجيش السوداني بالنيل الأزرق,RSF,3,Al Tadamon district,Al-Tadamun locality,Blue Nile state,Al Tadamon district,11.57678,33.49731,POINT (33.49731 11.57678),146587,Sudan,625,Africa,1,1,,28/12/2024,28/12/2024,0,0,0,0,0,1,0,625,
558717,SUD-2024-1-17497-508,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,1,"""Darfur 24,2024-12-30,12 IDPs killed and injured in shelling of Abu Shouk camp in El Fasher""",Darfur 24,30/12/2024 00:00,12 IDPs killed and injured in shelling of Abu Shouk camp in El Fasher,The emergency room of Abu Shouk camp,1,Abu Shouk camp,"Abu Shouk camp, blocks 4, 5 and 8",North Darfur state,El Fasher district,13.73,25.415,POINT (25.415 13.73),149451,Sudan,625,Africa,1,1,,30/12/2024,30/12/2024,0,0,0,4,4,4,4,625,
558719,SUD-2024-1-17497-510,2024,TRUE,Clear,1,309,309,Sudan: Government,17497,17497,Government of Sudan - RSF,112,112,Government of Sudan,8635,8635,RSF,2,"""Sudan War Monitor,2025-01-02,Awakening Council forces arrest about 70 citizens and kill others in the Ayr Siro areaقوات مجلس الصحوة تعتقل حوالي ٧٠ مواطن وتقتل آخرين بمنطقة عير سيرو"";""Darfur 24,2024-12-31,4 people killed in artillery shelling on Abu Shouk camp in El Fasher""",Sudan War Monitor;Darfur 24,2025-01-02;2024-12-31,Awakening Council forces arrest about 70 citizens and kill others in the Ayr Siro areaقوات مجلس الصحوة تعتقل حوالي ٧٠ مواطن وتقتل آخرين بمنطقة عير سيرو;4 people killed in artillery shelling on Abu Shouk camp in El Fasher,Eyewitnesses,1,Abu Shouk camp,Abu Shouk camp,North Darfur state,El Fasher district,13.73,25.415,POINT (25.415 13.73),149451,Sudan,625,Africa,1,1,,31/12/2024,31/12/2024,0,0,4,0,4,4,4,625,
553938,SUD-2024-3-17514-186,2024,TRUE,Clear,3,8635,15913,RSF - Civilians,8635,17514,RSF - Civilians,8635,8635,RSF,9999,1,Civilians,1,"""SIHA,2024-02-13,Report: Gezira under RSF Control – Overall Situation""",SIHA,13/02/2024 00:00,Report: Gezira under RSF Control – Overall Situation,SIHA,1,Wad Madani town,"inside the mosque in the Almedina Arab Area, located west of Wad Madani",Gezira state,Wad Medani district,14.40118,33.51989,POINT (33.51989 14.40118),150188,Sudan,625,Africa,1,1,,01/01/2024,01/01/2024,0,0,3,0,3,3,3,,
536410,SUD-2024-3-17514-119,2024,TRUE,Clear,3,8635,15913,RSF - Civilians,8635,17514,RSF - Civilians,8635,8635,RSF,9999,1,Civilians,1,"""ACJPS,2024-05-09,CONFLICT AND HUMAN RIGHTS VIOLATIONS IN SOUTH KORDOFAN STATE""",ACJPS,09/05/2024 00:00,CONFLICT AND HUMAN RIGHTS VIOLATIONS IN SOUTH KORDOFAN STATE,ACJPS,1,Dilling town,"Aldalang market, Altomat and Almasir areas
and Mother Bakhit Hospital",South Kordofan state,Dilling district,12.05,29.65,POINT (29.65 12.05),147300,Sudan,625,Africa,1,4,,01/01/2024,31/01/2024,0,0,17,0,17,17,17,,
517695,SUD-2024-3-17514-11,2024,TRUE,Clear,3,8635,15913,RSF - Civilians,8635,17514,RSF - Civilians,8635,8635,RSF,9999,1,Civilians,1,"""Radio Dabanga,2024-01-09,South Kordofan’s Delling ‘calm again’ after RSF-rebel clashes""",Radio Dabanga,09/01/2024 00:00,South Kordofan’s Delling ‘calm again’ after RSF-rebel clashes,A source told Radio Dabanga,1,Al Tukma village,"El Tukma, seven kilometres east of Delling",South Kordofan state,Habila district,12.000564,29.74879,POINT (29.748790238394736 12.000564399507343),147300,Sudan,625,Africa,1,3,,03/01/2024,09/01/2024,0,0,4,0,4,4,4,,
