med_event_ID,conflict_country,conflict_counry_ID,conflict_id,med_location - MULTISELECT,med_loc_cty,med_loc_x,med_loc_y,Day,Month,Year,third_party,third_party_id_GLOPAD,third_party_id,third_party_id_PAX,num_med,med_scope,individual_med_named,groupings_mechanisms,local_parties,local_party_id,local_indiv_group,num_local,if_loc_belig,agmt,agmt_name,agmt_id_PAX,Summary,source_urls,shuttle,med_type
LIB202301-11,Libya,620,,Tripoli,Lebanon,35.8344,34.4367,17,1,2023,Turkey,CON_562,CON_562,640,1,P,Hakan Fidan,,High Council of State; Libyan National Army; Libya (2021-) National Unity,PAAX; NL; NL,Abdelhamid Dabaiba; Khaled Mishri; Abdullah al-Lafi; Othman Itaj,2+,1,0,,,"On Tuesday evening, the head of Turkish intelligence met separately with Al-Mashri, Mohamed al-Menfi, president of the Libyan Presidential Council and Dbeibeh, before holding a meeting at the house of Dbeibeh’s brother-in-law, in the presence of General Othman Itaj, the commander of the Turkish forces in western Libya, Al-Mashri, Dbeibeh and Abdullah Al-Lafi.",https://english.aawsat.com/home/article/4107346/turkish-intelligence-chief-holds-reconciliation-between-mishri-debeibeh;https://www.crisisgroup.org/crisiswatch/database?location%5B0%5D=95&crisis_state=&created=&from_month=1&from_year=2024&to_month=1&to_year=2024&page=2,0,M
LIB202301-12,Libya,620,,Cairo,Egypt,31.2358,30.0444,22,1,2023,Egypt; Italy,CON_82;CON_139,CON_82;CON_139,651;325,2,H,Abdel Fattah al-Sisi; Sameh Shoukry; Antonio Tajani,,,,,0,,0,,,"Italy’s chief diplomat held talks Sunday with Egyptian and Arab League officials in Cairo that focused on regional security and the conflict in neighboring Libya, as well as sensitive bilateral issues. Tajani said his meeting with President Abdel Fattah el-Sissi also covered energy security and economic cooperation in the Mediterranean, but focused “above all” on political instability in Libya and the efforts to stop “irregular immigration” from that country.",https://apnews.com/article/politics-italy-government-libya-antonio-tajani-egypt-dc6f9fd9e9cb28e6a591cc72da34309c;https://www.newarab.com/news/italy-and-egypt-meet-discuss-libyas-political-stability,0,MR
LIB202301-13,Libya,620,,Tripoli,Lebanon,35.8344,34.4367,22,1,2023,UNSMIL; Algeria; Tunisia,IGO_750;CON_255;CON_590,IGO_750;CON_255;CON_590,;615;616,3,P,Abdoulaye Bathily,UNSMIL process,Libya,111,,1,1,0,,,"On 22 January, there was a consultative meeting of Arab Foreign Ministers in Tripoli, which Bathily also attended. According to media reports, the meeting was attended by five of the 22 member states of the Arab League, including neighbouring Algeria and Tunisia.",https://www.securitycouncilreport.org/monthly-forecast/2023-02/libya-38.php;https://unsmil.unmissions.org/sites/default/files/report_of_the_secretary-general_antonio_guterres_on_the_united_nations_support_mission_in_libya_-_05_april_2023.pdf,0,MR
LIB202301-14,Libya,620,,Tripoli,Lebanon,35.8344,34.4367,28,1,2023,Italy,CON_139,CON_139,325,1,H,Giorgia Meloni; Antonio Tajani; Matteo Piantedosi,,Libya (2021-) National Unity,NL,Abdelhamid Dabaiba; Mohammed al-Menfi,1,1,0,,,"Italian Prime Minister Giorgia Meloni visited Tripoli on Saturday for talks with the internationally-recognized government in the Libyan capital. She became the first Western leader to visit the government in Libya since it missed its late 2021 target to hold national elections amid political turmoil in the country. During the visit, the two countries' oil companies signed a gas deal worth around $8 billion (roughly €7.5 billion), calling it the largest single investment in Libya's energy sector in more than two decades. ENI CEO Claudio Descalzi and NOC chairman Farhat Begdara signed the deal at a ceremony also attended by Meloni and the head of Libya's UN-brokered but contested national unity government, Abdel Hamid Dbeibah. Meloni landed at Mitiga airport, the only functioning airport in Tripoli at present, amid tight security. Her foreign and interior ministers, Antonio Tajani and Matteo Piantedosi, accompanied her. She met with the leader of the UN-brokered government Dbeiba and held talks with Mohamed Younis Menfi, who chairs Libya's ceremonial presidential council..... Italy's Prime Minister Giorgia Meloni landed in Libya's capital Tripoli on an official visit, Libyan state media reported. The Prime Minister was received by the head of the National Unity Government Abdul Hamid Dbeibah based in Tripoli, who she is supposed to hold talks with on energy and immigration.... The Libyan outgoing Prime Minister, Abdul Hamid Dbeibeh, received the Italian Prime Minister, Georgia Meloni, and her accompanying delegation in Tripoli on Saturday, according Dbeibeh’s Media Office. The Italian Nova News Agency said on Thursday that Meloni intends to visit Libya, on Saturday, at the head of a delegation that includes Foreign Minister Antonio Tajani and Interior Minister Matteo Piantidossi.... Italy’s prime minister held talks in Libya on Saturday with officials from the country’s west-based government focusing on energy and migration, top issues for Italy and the European Union. During the visit, the two countries’ oil companies signed a gas deal worth $8 billion - the largest single investment in Libya’s energy sector in more than two decades.... A visiting Italian delegation headed by Prime Minister Giorgia Meloni on Saturday signed agreements on enhancing cooperation in various fields with Libya in the Libyan capital Tripoli. Libyan Prime Minister Abdul-Hamed Dbeibah told a joint press conference along with Meloni that they discussed increasing cooperation in the fields of energy, economy, border control and combating illegal immigration, as well as coordination of political positions between the two countries. The foreign ministers of the two states also signed a memorandum of understanding, under which Italy will provide Libya with five fully equipped ships to be used for search and rescue operations, Dbeibah said. Italian energy company Eni and Libyan National Oil Corporation agreed on the development of Structures A&E, a strategic project aimed at increasing gas production to supply the Libyan domestic market and ensure gas export to Europe, Eni said in a statement.... Italy's Prime Minister Giorgia Meloni landed in Libya's capital Tripoli on an official visit, Libyan state media reported. The Prime Minister was received by the head of the National Unity Government Abdul Hamid Dbeibah based in Tripoli, who she is supposed to hold talks with on energy and immigration. ... Italy’s prime minister held talks in Libya on Saturday with officials from the country’s west-based government focusing on energy and migration, top issues for Italy and the European Union. During the visit, the two countries’ oil companies signed a gas deal worth $8 billion – the largest single investment in Libya’s energy sector in more than two decades.... Italian Premier Giorgia Meloni extended a hand of friendship to Tripoli while also helping to secure her country's energy security. Italian energy giant signed an $8bn gas exploration contract with Libya's state energy company during the visit. ... A visiting Italian delegation headed by Prime Minister Giorgia Meloni on Saturday signed agreements on enhancing cooperation in various fields with Libya in the Libyan capital Tripoli. Libyan Prime Minister Abdul-Hamed Dbeibah told a joint press conference along with Meloni that they discussed increasing cooperation in the fields of energy, economy, border control and combating illegal immigration, as well as coordination of political positions between the two countries. The foreign ministers of the two states also signed a memorandum of understanding, under which Italy will provide Libya with five fully equipped ships to be used for search and rescue operations, Dbeibah said. Italian energy company Eni and Libyan National Oil Corporation agreed on the development of Structures A&E, a strategic project aimed at increasing gas production to supply the Libyan domestic market and ensure gas export to Europe, Eni said in a statement....",https://allafrica.com/stories/202301290068.html;https://english.almayadeen.net/news/politics/meloni-eyes-african-oil-gas-lands-in-libya-after-algeria-vis;https://libyaupdate.com/dbeibeh-receives-italian-prime-minister-in-tripoli/;https://www.gulftoday.ae/business/2023/01/28/italy-and-libya-sign-$8-billion-gas-agreement-as-meloni-visits-tripoli;https://www.breitbart.com:443/europe/2023/01/28/italian-pm-meloni-inks-libyan-natural-gas-deal-during-tripoli-visit/;http://www.euronews.com/2023/01/28/giorgia-meloni-visits-tripoli-as-libya-signs-8bn-gas-exploration-deal-with-eni;https://www.aljazeera.com/news/2023/1/28/italys-meloni-in-libya-to-conclude-8bn-gas-deal;https://www.bignewsnetwork.com/news/273448079/libya-italy-sign-agreements-to-enhance-cooperation;https://www.dw.com/en/italy-inks-gas-deals-with-libyas-contested-government/a-64546745;http://www.hngn.com/articles/246489/20230129/italy-prime-minister-visits-libya-acquire-natural-gas-supplies.htm;https://maritime-executive.com/article/italy-and-libya-reach-8b-deal-on-offshore-gas-development;https://tribune.com.pk/story/2398246/italys-eni-signs-8b-libya-gas-deal,0,MR
LIB202301-15,Libya,620,,Tripoli,Lebanon,35.8344,34.4367,29,1,2023,Netherlands,CON_10,CON_10,210,1,H,Dolf Hogewoning,,High Council of State,PAAX,Khaled Mishri,1,1,0,,,"Khaled Al-Mishri, chairman of Libya’s High Council of State, met with Dutch Ambassador Dolf Hogewoning in Tripoli this morning for talks on national reconciliation and transitional justice. In a statement via Twitter, Hogewoning described his conversation with Al-Mishri as “cordial” and said the two of them agreed on the importance of a solid & inclusive national reconciliation process which goes hand in hand with transitional justice. The Dutch ambassador also commended the High Council of State on “efforts to agree on outstanding issues” with the House of Representatives as soon as possible.",https://libyaupdate.com/mishri-holds-talks-with-dutch-ambassador-hogewoning/,0,MR
LIB202301-16,Libya,620,,Cairo,Egypt,31.2358,30.0444,29,1,2023,United States; Egypt,CON_3;CON_82,CON_3;CON_82,2;651,2,P,Antony Blinken; Abdel Fattah al-Sisi; Sameh Shoukry,,,,,0,,0,,,"US Secretary of State Antony Blinken arrived in Egypt on Sunday at the start of a regional tour that will also take him to Israel and the West Bank. According to the State Department, Blinken will meet in Cairo with President Abdel Fattah al-Sisi, Foreign Minister Sameh Shoukry, and senior Egyptian officials to advance the US-Egypt strategic partnership and promote peace and security in the region, including through shared support for elections in Libya and the ongoing Sudanese-led political process",https://thefrontierpost.com/blinken-arrives-in-egypt-on-first-stop-of-middle-east-tour/,0,MR
LIB202301-17,Libya,620,,Benghazi,Libya,20.0667,32.1167,31,1,2023,Germany,CON_2,CON_2,255,1,H,Michael Ohnmacht,,,,Saqr Bojwari,1,,0,,,German Ambassador to Libya Michael Ohnmacht said he discussed Tuesday with the Mayor of Benghazi Saqr Bojwari potential paths to enhance cooperation via the German Agency for International Cooperation (GIZ).,https://libyaupdate.com/german-ambassador-benghazi-mayor-discuss-cooperation/,0,MR
LIB202302-1,Libya,620,,Moscow,Russia,37.6172,55.7558,2,2,2023,Russia; Iran,CON_21;CON_289,CON_21;CON_289,365;630,2,P,Ali Asghar Khaji; Vladimir Bogdanov,,,,,0,,0,,,"Senior adviser to Iranian foreign minister for special political affairs Ali Asghar Khaji, who is visiting Moscow for consultations with Russian officials, held a meeting with the Russian president’s special representative for the Middle East and North Africa Vladimir Bogdanov on Wednesday. The latest developments in Libya were also among the topics discussed in the meeting. The parties underscored the necessity of protecting the territorial integrity of Libya and realization of national solidarity and restoration of peace and security in the North African country.",https://www.tasnimnews.com/en/news/2023/02/02/2847063/iran-russia-discuss-regional-developments,0,MR
LIB202302-2,Libya,620,,Benghazi,Libya,20.0667,32.1167,6,2,2023,UNSMIL,IGO_750,IGO_750,,1,P,Abdoulaye Bathily,UNSMIL process,Libyan National Army,NL,Khalifa Haftar,1,1,0,,,"Previously, on 6 February, the Special Representative had met with General Haftar in Benghazi and had called upon the General to continue to support the implementation of the ceasefire agreement, including the withdrawal of foreign fighters, foreign forces and mercenaries.... UN Libya chief Abdoulaye Bathily met with rogue military general Khalifa Haftar on Monday, as part of his latest round of meetings with the parties involved in Libya’s political impasse. Haftar agreed that ""it is critical to unify state institutions, including the military, and ensure national resources are managed transparently for the benefit of all people in Libya,"" according to Bathily. Bathily also requested Haftar’s support for his recent campaign to expel foreign ""fighters, forces and mercenaries"" from within Libya. Bathily’s meeting with Haftar is part of a recent tour of major political figures across Libya drumming up support for future election processes.",https://unsmil.unmissions.org/sites/default/files/report_of_the_secretary-general_antonio_guterres_on_the_united_nations_support_mission_in_libya_-_05_april_2023.pdf;https://www.newarab.com/news/un-libya-chief-meets-haftar-discuss-national-sovereignty,1,M
LIB202302-3,Libya,620,,Cairo,Egypt,31.2358,30.0444,7,2,2023,UNSMIL; Sudan; Niger; Egypt,IGO_750;CON_158;CON_142;CON_82,IGO_750;CON_158;CON_142;CON_82,;625;436;651,4,H,Abdoulaye Bathily,UNSMIL process,Libya (2016-2021) National Accord; Libyan National Army,NL; NL,5+5 Joint Military Commission comprising military officers loyal to GNA and to ALAF,2+,1,1,Establishment of an integrated mechanism for joint coordination and data exchange to facilitate the full withdrawal of mercenaries and foreign fighters from Libya ( 5+5 Joint Military Commission),,"The 5+5 Joint Military Commission (JMC) and liaison committees from Libya, Sudan and Niger have developed and approved the establishment of an integrated mechanism for joint coordination and data exchange to facilitate the full withdrawal of mercenaries and foreign fighters from Libya. The decision was announced today at the conclusion of a two-day meeting in Cairo, chaired by the Special Representative of the Secretary-General for Libya, Abdoulaye Bathily. Mr. Bathily, in his closing remarks, said that the decision is an important step toward achieving sustainable stability and peace in Libya, in neighbouring countries and the region in general. This progress is also an important step toward creating a favourable climate for the political process, including the organization of elections in 2023... On 8 February, after a two-day meeting in Cairo that was chaired by Bathily, the 5+5 Joint Military Commission (JMC)—which is entrusted with overseeing the security aspects of the Libyan peace process—and liaison committees from Libya, Sudan, and Niger reached agreement on an integrated coordination and data exchange mechanism to facilitate the full withdrawal of mercenaries and foreign fighters from the country. In his closing address at that meeting, Bathily described the agreement as “an important step toward creating a favourable climate for the political process, including the organization of elections in 2023”.... UNSMIL reported Wednesday that the 5+5 Joint Military Commission (JMC) and liaison committees from Libya, Sudan and Niger developed and approved the establishment of an integrated mechanism for joint coordination and data exchange to facilitate the full withdrawal of mercenaries and foreign fighters from the country. The decision was announced Wednesday at the conclusion of a two-day meeting in Cairo chaired by the Special Representative of the Secretary-General of the United Nations for Libya (SRSG), Abdoulaye Bathily. SRSG Bathily, in his closing remarks, expressed appreciation for the Egyptian government’s efforts to aid dialogue between Libyan parties in support for a resolution to the current crisis. He also commended the 5+5 JMC’s leadership and the work of the participating liaison committees. “What you have achieved here is an important step toward achieving sustainable stability and peace in Libya, in neighbouring countries and the region in general,” he said. “This progress is also an important step toward creating a favourable climate for the political process, including the organization of elections in 2023.” The atmosphere of cooperation that prevailed in the meeting “reflects the common desire of Libya and its neighbours to end the presence of mercenaries and foreign fighters on Libyan territory without adversely impacting the neighbouring countries,” he said.... On February 7-8, the Egyptian capital Cairo hosted the meetings of the Libyan 5+5 Joint Military Commission (JMC)), to discuss the withdrawal of mercenaries and foreign forces from the country. UN special envoy for Libya Abdoulaye Bathily chaired the meeting with the participation of a liaison committee from Sudan and Niger. The 5+5 JMC approved the establishment of an integrated mechanism for joint coordination and data sharing to facilitate the full withdrawal of mercenaries and foreign fighters from Libya, according to a statement released by the UN Support Mission in Libya.... On 7 and 8 February, the Special Representative chaired a meeting in Cairo, bringing together the Commission and the liaison committees of Libya, the Niger and the Sudan. Participants agreed to establish an integrated mechanism for joint coordination and data exchange to facilitate the full withdrawal of foreign fighters and mercenaries from Libya... The Special Representative of the Secretary-General (SRSG) for Libya and Head of the United Nations Support Mission in Libya, Abdoulaye Bathily, launched today in Cairo a two-day meeting bringing together the 5+5 Joint Military Commission (JMC) and liaison committees for Libya, Sudan and Niger to discuss the withdrawal of foreign fighters and mercenaries. SRSG Bathily acknowledged the challenge of fully implementing the Ceasefire Agreement amidst political deadlock; however, he underlined that operationalizing the Liaison Committee’s role in withdraw foreign fighters and mercenaries, along the Action plan of the 5+5 JMC signed in October 2021, would “inspire hope among Libyans.” The goal of the Cairo meeting was to establish a mechanism to coordinate follow-up and information sharing between the 5+5 JMC and the liaison committees as they move forward. In January, the 5+5 JMC formed the Libyan liaison committee to institutionalize coordination with its counterpart liaison committees from Sudan, Niger and Chad, which were formed in 2021.",https://press.un.org/en/2023/db230208.doc.htm;https://www.securitycouncilreport.org/whatsinblue/2023/02/libya-briefing-and-consultations-12.php;https://www.crisisgroup.org/crisiswatch/database?location%5B0%5D=95&crisis_state=&created=&from_month=1&from_year=2024&to_month=1&to_year=2024&page=1;https://www.libyaherald.com/2023/02/libyas-55-jmc-and-liaison-committees-approve-coordination-mechanism-for-foreign-mercenaries-and-fighter-from-libya/;https://sudantribune.com/article270824/;https://unsmil.unmissions.org/srsg-bathily-chairs-meeting-joint-military-commission-and-liaison-committees-neighboring-countries;https://unsmil.unmissions.org/sites/default/files/report_of_the_secretary-general_antonio_guterres_on_the_united_nations_support_mission_in_libya_-_05_april_2023.pdf;,0,M
LIB202302-4,Libya,620,,Addis Ababa,Ethiopia,38.74,9.03,17,2,2023,AU; UNSG,IGO_87;IGO_386,IGO_87;IGO_386,;,2,H,António Guterres; Moussa Faki Mahamat,,,,,0,,0,,,"At a meeting of the African Union’s (AU) High-level Committee on Libya, which took place on 17 and 18 February, Secretary-General António Guterres said that his Special Representative has been engaging relevant parties “to agree on a constitutional basis for elections by the end of this month”. At the conclusion of the 17-18 February AU meeting, Chairperson of the AU Commission Moussa Faki Mahamat announced that the regional organisation will host a national reconciliation conference for Libya. The conference—the date of which has yet to be confirmed—will be chaired by President of the Republic of Congo Denis Sassou Nguesso, who heads the AU High-level Committee on Libya.....In Addis Ababa, the Secretary-General took part in several high-level events. He addressed the Roundtable on the Joint Sahel Assessment, the meeting of Heads of State and Government of the African Union Peace and Security Council on the situation in eastern Democratic Republic of the Congo, as well as the High-Level Committee on Libya.  In his remarks to the meeting on Libya, the Secretary-General said that the UN has no agenda and no goal but one: to secure the right of the Libyan people to live in peace; to vote in free and fair elections; and to share in the prosperity of their country.  He warned that the absence of elections worsens economic insecurity, heightens political instability, risks renewed conflict, and raises the spectre of partition.... UN Secretary-General António Guterres’ remarks, as prepared for delivery, at the African Union High-Level Committee on Libya, in Addis Ababa today..... I welcome the opportunity to address this African Union High-Level Committee. My thanks to [Democratic Republic of the Congo] President [Denis] Sassou Nguesso for his stewardship of the African Union’s efforts on Libya.... I reiterate my call for all countries involved to respect the integrity of international refugee law, and for Libyan authorities to find rights-based alternatives to detention, in line with international human rights law. The United Nations and the African Union — together with other key regional actors and organizations — must work together to support the Libyan people in realizing their legitimate aspirations to a more peaceful and prosperous future. I count on your unwavering commitment.",https://www.securitycouncilreport.org/whatsinblue/2023/02/libya-briefing-and-consultations-12.php;https://press.un.org/en/2023/sgsm21690.doc.htm;https://press.un.org/en/2023/db230217.doc.htm,0,MR
LIB202302-5,Libya,620,,Tunisia,Tunisia,9,34,17,2,2023,UNSMIL,IGO_750,IGO_750,,1,H,Abdoulaye Bathily,UNSMIL process,Libya; Professional Group (Default),111;GLO-PAD,,1,,0,,,"The UN envoy to Libya Abdoulaye Bathily said he attended Friday the meeting of the Libyan and international ceasefire monitors in Tunisia, adding on his Twitter account that the monitors had discussed next steps on the withdrawal of mercenaries and foreign fighters to contribute to peace and stability in Libya. The Head of the UN Support Mission in Libya (UNSMIL) said he had commended the monitors for their sense of responsibility and respect of the sovereignty of Libya.",https://libyaobserver.ly/news/un-envoy-reviews-ceasefire-monitors-steps-mercenaries-withdrawal-libya,0,MR
LIB202302-6,Libya,620,,Washington,United States,-77.0163,38.9047,23,2,2023,Egypt; France; Germany; Qatar; Turkey; United Arab Emirates; United Kingdom; United States; UNSMIL,CON_82;CON_7;CON_2;CON_486;CON_562;CON_591;CON_19;CON_3;IGO_750,CON_82;CON_7;CON_2;CON_486;CON_562;CON_591;CON_19;CON_3;IGO_750,651;220;255;694;640;696;200;2;,9,P,Abdoulaye Bathily,UNSMIL process,,,,0,,0,,,"On 23 February, the Special Representative attended a meeting of representatives from Egypt, France, Germany, Qatar, Türkiye, the United Arab Emirates, the United Kingdom and the United States in Washington, D.C., to discuss the situation in Libya. He expressed concern about the implications associated with the status quo and encouraged international partners to remain unified in their position on the Libyan crisis.... He has also consulted with international partners, notably meeting with representatives of Egypt, France, Germany, Italy, Qatar, Türkiye, the United Arab Emirates, the UK, and the US in Washington DC yesterday (23 February).",https://www.securitycouncilreport.org/whatsinblue/2023/02/libya-briefing-and-consultations-12.php;https://unsmil.unmissions.org/sites/default/files/report_of_the_secretary-general_antonio_guterres_on_the_united_nations_support_mission_in_libya_-_05_april_2023.pdf,0,MR
LIB202303-1,Libya,620,,Tripoli,Lebanon,35.8344,34.4367,9,3,2023,United States,CON_3,CON_3,2,1,H,Richard Norland; Leslie Ordman,,Libya (2021-) National Unity,NL,Najla al-Manjoush,1,1,0,,,"Libyan Foreign Minister Najla Al-Mangoush told the US ambassador to Libya, Richard Norland, and Chargè d'affaires Leslie Ordman, about the latest developments in the political situation in Libya and they all reviewed ways to support the initiative of the UN envoy Abdoulaye Bathily. The Foreign Ministry said the meeting saw a discussion about the role of the Ministry in coordination and cooperation with the US for a successful political process under the auspices of the UN, while Al-Mangoush reiterated the importance of the Government of National Unity's work toward holding elections and ending transitional periods by unifying local and international efforts to that end. The US embassy said on Twitter that Norland had emphasized in his meeting with Al-Mangoush that the US stands side by side with the Libyan people in recognition of their right to elect their leaders.",https://libyaobserver.ly/news/foreign-minister-tells-us-ambassador-her-government-stabilizing-libya,0,MR
LIB202303-2,Libya,620,,Tripoli,Lebanon,35.8344,34.4367,9,3,2023,United States; United Kingdom; France; Germany; Italy,CON_3;CON_19;CON_7;CON_2;CON_139,CON_3;CON_19;CON_7;CON_2;CON_139,2;200;220;255;325,5,H,,,Libya (2021-) National Unity,NL,Abdelhamid Dabaiba,1,1,0,,,"Libyan Prime Minister, Abdul Hamid Dbeibah, held a meeting with the ambassadors and envoys of the United States, Britain, France, Germany and Italy to Libya, (known as members of the ""p3 + 2"" group,) in Tripoli. Dbeibah's media office said the diplomats briefed the PM on the results of their recent meetings in the United States, the Security Council session on Libya, and the coordination of international efforts in support of elections. Meanwhile, Dbeibah reaffirmed his support for the efforts of the UN envoy Abdoulaye Bathily, saying they are consistent with the vision of the Government of National Unity for the next stage, especially holding elections, ending the transitional stages and unifying the local and international efforts to help Libya issue a free and fair constitutional basis. The foreign ambassadors and envoys confirmed their support for Bathily's efforts, which seek to hold elections before the end of this year, praising the work made by the GUN in this file and hailing its clear vision for elections.",https://libyaobserver.ly/news/libyan-pm-holds-meeting-foreign-diplomatic-officials-tripoli,0,MR
LIB202303-3,Libya,620,,Tripoli,Lebanon,35.8344,34.4367,10,3,2023,Algeria,CON_255,CON_255,615,1,H,Said Chenegriha,,Libya (2021-) National Unity,NL,Mohamed al-Haddad,1,1,0,,,"The Chief of Staff of the Algerian People’s National Army, Lieutenant General Said Chenegriha, pledged on Thursday to help Libya overcome its security and political crisis, the Algerian Defense Ministry said in a statement. Chanegriha met with the Chief of the General Staff of the Libyan Army, Lieutenant General Mohamed Al-Haddad, at the headquarters of the Ministry, the statement added. During the meeting, the Algerian General stressed the importance of exchanging views on the developments in the region, and on bilateral cooperation to resolve problems. It expressed willingness to help organize general elections in the country with the aim of ending the crisis. He stressed that his country always seeks to be a stabilizing factor in the region, and contributes to sustainable development in neighboring countries.",https://english.aawsat.com/home/article/4203996/algerian-chief-staff-pledges-help-libya-resolve-its-crisis,0,MR
LIB202303-4,Libya,620,,Benghazi,Libya,20.0667,32.1167,13,3,2023,UNSMIL,IGO_750,IGO_750,,1,P,Abdoulaye Bathily,UNSMIL process,House of Representatives,PAAX,Fathi Bashaga,1,1,0,,,"On 13 March, the Special Representative met with General Haftar and the Prime Minister-designate nominated by the House of Representatives, Fathi Bashagha, in separate meetings in Benghazi, during which he presented his initiative to bring Libyan leaders together to find a way out of the protracted political crisis.",https://unsmil.unmissions.org/sites/default/files/report_of_the_secretary-general_antonio_guterres_on_the_united_nations_support_mission_in_libya_-_05_april_2023.pdf,1,M
